medianage,population,countystate,county,state,voteproportion,landarea,income,nonenglish,unemployment,bachelorsdegree,white,black,nativea,asian,pacifici,hispanic,veteran,disability%,manufacturing,agriculture,mining,nonengproportion,popdensity,veteran%,mining/capita,agriculture/capita,manufacturing/capita,popdensityroot,incomeroot,medianageroot,veteran%root,disability%root,mining/capitaroot,agriculture/capitaroot,manufacturing/capitaroot
41.2,69299,"Columbia County, Florida",Columbia,Florida,0.7095133591110182,797.57,23678,150610.92631578946,7.3,9.1,76.3,19.6,0.1,0.8,0.1,6.0,6581,20.6,1629.0,212.0,170.0,0.1860912928565291,86.88767130157854,0.0949652953145067,0.002453137851917055,0.003059207203567151,0.02350683271042872,1.562772699368002,2.738006669039329,1.450406447299114,0.79023542099089,1.3532770664677651,0.1982418639663457,0.24048099288795793,0.6872573792428847
36.1,926255,"Duval County, Florida",Duval,Florida,0.4891944672344261,762.19,28251,118636.0,5.9,20.2,60.5,29.3,0.2,4.3,0.0,9.2,85896,13.2,21732.0,498.0,330.0,0.128081359884697,1215.254726511762,0.09273472207977285,0.0003562733804405914,0.0005376489195739834,0.02346222152646949,2.034542338518749,2.7867844754603945,1.431366076524766,0.7883593767231363,1.2943668840243445,0.10204153131855537,0.15103142018595161,0.6871268402603654
37.3,315187,"Escambia County, Florida",Escambia,Florida,0.5824659438967922,656.46,24607,21471.0,6.2,17.3,68.8,22.3,0.5,3.1,0.0,5.6,31888,15.1,7542.0,715.0,121.0,0.06812146440049875,480.1313103616366,0.10117168538042495,0.00038389908213219454,0.002268494576235695,0.023928651879677777,1.8541121626627903,2.748564082327623,1.4360543709172149,0.7952540664036473,1.3118908249671954,0.10543007591245784,0.22396852895970626,0.6884807837850996
51.1,108310,"Flagler County, Florida",Flagler,Florida,0.5886649392205624,485.46,25414,15862.0,4.9,12.9,83.3,10.9,0.0,2.6,0.0,10.3,10738,15.1,1625.0,62.0,0.0,0.14645000461637891,223.10798006014915,0.09914135352229711,0.0,0.0005724309851352599,0.015003231465238668,1.7173211177173133,2.7574478177869053,1.4819791378061993,0.7936435377940092,1.3118908249671954,0.0,0.15399342059793575,0.6570803517366894
49.0,182835,"Hernando County, Florida",Hernando,Florida,0.6287048488208452,472.54,24867,150610.92631578946,6.9,12.6,88.8,5.4,0.1,1.2,0.0,12.4,17658,18.4,3372.0,303.0,118.0,0.1860912928565291,386.9196258517797,0.09657888259906473,0.0006453906527743594,0.0016572319304290755,0.018442858314874067,1.8145213222445276,2.751454525532638,1.4757731615945522,0.7915679791801481,1.3380790844999138,0.12971386081748792,0.20715499895252415,0.670784197727562
54.4,100917,"Highlands County, Florida",Highlands,Florida,0.6471347896510966,1016.62,20913,17994.0,15.4,8.5,78.0,10.3,0.1,1.3,0.0,19.1,10836,19.8,963.0,1421.0,37.0,0.17830494366657748,99.26717947709075,0.10737536787657184,0.0003666379301802471,0.014080878345571113,0.00954249531793454,1.583727902252668,2.704217592157121,1.491282391727723,0.8000008832444863,1.347927454317526,0.10333968575871078,0.3329245142563672,0.6280094741510815
37.0,1376238,"Hillsborough County, Florida",Hillsborough,Florida,0.44652477997523676,1020.21,29869,368599.0,5.8,20.7,70.6,16.6,0.3,4.0,0.1,27.6,89575,11.9,34611.0,8567.0,505.0,0.26783085483760805,1348.9752109859735,0.06508685271006905,0.0003669423457279918,0.006224940744260804,0.025148993124735692,2.055892474888746,2.8023480168678483,1.4348951656753595,0.7609380956049973,1.2810164188066713,0.10337731201125266,0.28174642967852576,0.6919139077957135
53.0,151563,"Indian River County, Florida",Indian River,Florida,0.6076816358159707,502.87,32024,150610.92631578946,5.5,16.9,85.1,7.6,0.3,1.3,0.0,12.0,13282,19.0,2576.0,904.0,208.0,0.1860912928565291,301.39598703442243,0.08763352533269993,0.0013723666066256276,0.005964516405719074,0.016996232589748157,1.7697574391534188,2.821938584456845,1.487399348620308,0.7839114867980097,1.3423796509621049,0.16730540272754058,0.2791802967767775,0.6653271814193201
46.7,335396,"Lake County, Florida",Lake,Florida,0.5994767162182774,938.38,25909,41003.0,5.7,13.5,84.5,10.7,0.4,2.0,0.0,14.7,33430,16.7,5107.0,1473.0,129.0,0.12225250152059058,357.420234872866,0.09967322210163508,0.0003846199716156424,0.0043918233968204745,0.01522677670574485,1.8001882122559134,2.762772122203264,1.468695242432823,0.7940682833250694,1.3251701574928543,0.10551552484063376,0.26111821272829866,0.658052885649283
48.2,722336,"Lee County, Florida",Lee,Florida,0.5868237240365174,784.51,29775,151864.0,6.1,18.2,85.1,8.4,0.2,1.5,0.0,20.5,53097,13.6,9572.0,1988.0,433.0,0.21024010986576883,920.7479828173,0.07350734284321978,0.0005994440260488194,0.002752181810127143,0.013251450848358659,1.9788554785737313,2.8014648453152846,1.473345848887818,0.7702524216643502,1.2982367261521606,0.12618407107702756,0.23458448038158314,0.6489725730753816
30.8,287822,"Leon County, Florida",Leon,Florida,0.353778297794021,666.85,28830,28894.0,6.6,26.7,61.7,30.6,0.2,3.5,0.1,6.2,15253,13.0,2282.0,413.0,0.0,0.10038843451855661,431.6143060658319,0.052994559137244546,0.0,0.0014349146347395266,0.007928511371611621,1.8344656458762845,2.792443946994983,1.4088185833189184,0.7454579116958883,1.2923922207808318,0.0,0.1996161090099991,0.6164802465290117
47.7,375888,"Manatee County, Florida",Manatee,Florida,0.5696532147207725,742.93,30458,63214.0,6.4,17.4,85.2,8.9,0.3,1.9,0.1,16.1,33325,14.8,11396.0,1274.0,72.0,0.16817243434214446,505.9534545650331,0.08865672753586175,0.00019154641808198186,0.003389307453283957,0.03031754139530924,1.863850422871707,2.8078256574719935,1.4718103001031737,0.7848220019172594,1.3092608195551876,0.07484195973388302,0.2462537572127102,0.7049679903185673
48.6,349020,"Marion County, Florida",Marion,Florida,0.6172467086433887,1584.55,22425,38268.0,6.3,11.8,82.2,12.6,0.1,1.2,0.0,12.5,36968,18.1,8346.0,3874.0,24.0,0.10964414646725117,220.2644283866082,0.10591943155120051,6.876396768093518e-05,0.011099650449830955,0.023912669761045214,1.715119705282134,2.723160539200181,1.4745640003177505,0.79890946073836,1.335881259877165,0.033474149364992045,0.3175744871310589,0.6884347858317899
51.5,158701,"Martin County, Florida",Martin,Florida,0.6201510630361805,543.46,37085,20515.0,4.2,18.3,87.7,5.8,0.6,0.8,0.1,13.2,15609,15.0,3548.0,2004.0,96.0,0.12926824657689617,292.0196518603025,0.0983547677708395,0.0006049111221731432,0.012627519675364364,0.02235650689031575,1.7641731495160569,2.8636492854919946,1.483135133573802,0.793011602923021,1.31101942303975,0.12661659201928532,0.3258502103891597,0.683817789528205
39.9,2712945,"Miami-Dade County, Florida",Miami-Dade,Florida,0.3407443756605768,1897.72,25700,1900178.0,5.9,17.7,74.5,17.6,0.2,1.6,0.0,67.7,47042,10.3,57130.0,9386.0,543.0,0.7004115453870241,1429.581287018106,0.017339828120363665,0.0002001514958836246,0.003459708914113629,0.021058296426945625,2.0678588240379505,2.760535346624446,1.4457636108365688,0.6666601241042601,1.262652149704574,0.07671300981797186,0.24741910716227872,0.6797392116196905
46.3,79077,"Monroe County, Florida",Monroe,Florida,0.5156551626724422,983.28,36660,150610.92631578946,3.3,21.8,89.0,8.3,0.1,1.5,0.0,23.0,7520,10.8,875.0,840.0,119.0,0.1860912928565291,80.42164998779594,0.09509718375760334,0.0015048623493556913,0.010622557760157822,0.01106516433349773,1.5507339606261143,2.8603504495691428,1.4674323841312777,0.79034510089108,1.2686516117514892,0.1720951726058335,0.31477952516334046,0.637376118092358
45.2,80622,"Nassau County, Florida",Nassau,Florida,0.7352114489239814,648.64,35557,150610.92631578946,5.8,18.8,78.93400267737621,10.227978580990621,1.0864792503346754,3.3942436412315926,0.161579651941097,4.2,7824,16.6,2251.0,316.0,89.0,0.1860912928565291,124.2939072520967,0.09704547145940313,0.001103917044975317,0.0039195256877775295,0.02792041874426335,1.6197387941807349,2.8516256414176513,1.4639082000421124,0.7919495701572375,1.324374496069877,0.15616678598398792,0.2545440765503651,0.6991851451791407
37.2,201170,"Okaloosa County, Florida",Okaloosa,Florida,0.7128352585394874,930.25,30852,23117.0,5.8,18.1,77.3,10.1,0.3,2.9,0.2,8.7,31775,13.7,5133.0,453.0,0.0,0.11491276035194115,216.2536952432142,0.1579509867276433,0.0,0.002251826813143113,0.025515732962171297,1.7119708031675929,2.8114368458590606,1.4356689044765665,0.8314808174187035,1.299188168055162,0.0,0.22356752042524514,0.6929163433011579
34.9,1314367,"Orange County, Florida",Orange,Florida,0.3573584732964166,903.43,27277,424722.0,6.3,22.5,64.8,21.0,0.1,5.4,0.0,30.5,62312,11.0,28700.0,2838.0,108.0,0.32313805809184193,1454.863132727494,0.04740837224306453,8.216883107990386e-05,0.002159214283377474,0.021835606036974452,2.0714870082087793,2.777024174442586,1.4265353651556698,0.7372003019267301,1.2709816152101407,0.04036485514578725,0.2212894648149682,0.682207555601
35.6,336015,"Osceola County, Florida",Osceola,Florida,0.3587649601300943,1327.45,20074,145899.0,5.4,14.4,73.9,12.0,0.2,2.9,0.0,52.3,15987,14.0,3268.0,434.0,107.0,0.4342038301861524,253.1281780858036,0.047578233114593096,0.0003184381649628737,0.0012916090055503475,0.009725756290641787,1.739138019379117,2.693167667650432,1.4293711092335237,0.7374640107188858,1.3020054543174677,0.09699484153093313,0.19417754510881807,0.6292052508943607
44.7,1443810,"Palm Beach County, Florida",Palm Beach,Florida,0.4112771238593334,1969.76,35732,425394.0,6.3,21.8,74.8,18.5,0.1,2.7,0.0,21.5,82266,12.3,26589.0,4050.0,127.0,0.29463295031894776,732.9877751604256,0.056978411286803664,8.796171241368324e-05,0.0028050782305150956,0.01841585804226318,1.9342369398830033,2.8530260201942164,1.4622807146220167,0.7508808587905622,1.2852585781526005,0.04303331785978859,0.2356412731838307,0.6706859304270341
44.8,512368,"Pasco County, Florida",Pasco,Florida,0.5892908239646013,746.89,26199,62185.0,7.5,15.6,88.2,5.5,0.3,2.5,0.0,14.3,44208,17.1,9547.0,1086.0,176.0,0.121367844986416,686.0019547724564,0.08628173500296661,0.00034350310714174187,0.0021195703088405207,0.018633091840239827,1.9214652532564356,2.7658490327023197,1.4626075179111235,0.7826937879720722,1.328310516451139,0.10039448807276452,0.220287329355558,0.6714729043359422
48.0,960730,"Pinellas County, Florida",Pinellas,Florida,0.48578298669991854,273.8,31981,131682.0,5.8,19.2,81.7,10.1,0.3,3.4,0.1,9.3,84446,16.1,31829.0,929.0,207.0,0.13706452385165446,3508.8750913075237,0.08789774442351128,0.000215461159743112,0.0009669730309244013,0.033130015717215036,2.26212599721364,2.8215594414972944,1.4727333575346888,0.7841475196344261,1.320330292909374,0.07986976434447574,0.1795068360343829,0.7112498113164865
40.2,666149,"Polk County, Florida",Polk,Florida,0.5537187757198028,1797.84,22933,132521.0,6.1,13.3,78.8,15.1,0.3,1.9,0.0,21.1,46173,15.8,17918.0,4168.0,285.0,0.198935973783643,370.52741067058247,0.06931332179437333,0.0004278322117123947,0.006256858450586881,0.02689788620864101,1.8066833164561362,2.7292673958805174,1.446846990608697,0.7657405947423258,1.3178491739730698,0.11039155419549362,0.28205425901601017,0.6965813059753175
45.3,72277,"Putnam County, Florida",Putnam,Florida,0.6684784249781079,727.62,19856,150610.92631578946,7.9,8.7,78.93400267737621,10.227978580990621,1.0864792503346754,3.3942436412315926,0.161579651941097,9.8,7795,15.1,2845.0,1161.0,0.0,0.1860912928565291,99.33344328083341,0.10784896993511076,0.0,0.01606320129501778,0.039362452785810145,1.583833589071672,2.6902285443896594,1.4642317515483436,0.8003530423601277,1.3118908249671954,0.0,0.34158128332532717,0.723616090335395
43.0,235087,"St. Johns County, Florida",St. Johns,Florida,0.6496330046735134,600.66,40202,18439.0,3.1,27.3,88.6,5.2,0.4,2.7,0.3,6.6,20551,11.9,4764.0,641.0,0.0,0.07843479222585681,391.3811474045217,0.08741870031094871,0.0,0.00272665013378026,0.020264838123758438,1.8166028458625763,2.886853637950587,1.4566219347661553,0.78371910624279,1.2810164188066713,0.0,0.2340678382337527,0.6771335212069303
45.2,306507,"St. Lucie County, Florida",St. Lucie,Florida,0.49904506308263574,571.93,23358,70003.0,5.6,13.9,74.3,19.6,0.4,2.0,0.0,18.3,24820,14.1,6798.0,1879.0,0.0,0.2283895636967508,535.9169828475514,0.08097694343032949,0.0,0.006130365701272728,0.02217893881705801,1.874604917649437,2.734283649119748,1.4639082000421124,0.7777430483620168,1.3029324823685458,0.0,0.2808258897591052,0.6832727115663909
40.3,170497,"Santa Rosa County, Florida",Santa Rosa,Florida,0.7446464185993504,1011.61,29958,150610.92631578946,5.4,17.6,86.0,6.3,0.9,2.0,0.3,5.4,24385,18.5,3819.0,866.0,55.0,0.1860912928565291,168.54024772392523,0.143023044393743,0.0003225863211669414,0.005079268256919477,0.02239922110066453,1.669822708163395,2.8031819088024674,1.4472065005422272,0.823266799835528,1.3388045289717836,0.09757373696471278,0.26963073720278025,0.6839483271594748
55.5,412569,"Sarasota County, Florida",Sarasota,Florida,0.5432479274260793,555.87,35679,49210.0,4.8,20.2,91.0,4.3,0.2,1.6,0.0,8.9,41597,15.7,8322.0,1916.0,37.0,0.11927701790488379,742.2041124723406,0.10082434695772101,8.968196834953669e-05,0.0046440716583165485,0.020171171367698495,1.9366553309204113,2.8526025583051107,1.4942707602869534,0.7949806203659264,1.3170127071019317,0.043795286120911936,0.26437266276337906,0.6768198882597641
39.2,455479,"Seminole County, Florida",Seminole,Florida,0.48663826835515084,309.22,31677,90638.0,5.0,24.1,77.8,11.3,0.1,4.2,0.1,20.4,28072,11.1,15043.0,854.0,49.0,0.19899490426561928,1472.9933380764503,0.06163182056691966,0.00010757905413861012,0.0018749492292729193,0.03302676962055331,2.0740540897310575,2.818865825320585,1.443206933659511,0.7567989131051817,1.2721323532877689,0.051026223186941666,0.2137021486151413,0.7110278465795038
67.3,123996,"Sumter County, Florida",Sumter,Florida,0.6877975608165395,546.93,30697,150610.92631578946,2.8,15.4,89.2,6.7,0.0,0.5,0.2,5.5,18788,20.2,886.0,275.0,98.0,0.1860912928565291,226.7127420328013,0.15152101680699379,0.0007903480757443788,0.0022178134778541242,0.007145391786831833,1.72007582860508,2.810021180588058,1.5233563471544012,0.8280323180596759,1.350626096926345,0.1395328496254694,0.2227408392118188,0.610102219111372
46.8,529364,"Volusia County, Florida",Volusia,Florida,0.5481946877551568,1101.03,26077,67221.0,6.4,15.7,83.4,10.5,0.5,1.8,0.0,13.0,47520,18.0,12093.0,1106.0,204.0,0.12698445681988196,480.7898059090125,0.08976809907738342,0.00038536810209987833,0.0020892996123650265,0.022844394405361904,1.8543662955868552,2.7645583621941316,1.4690094355651133,0.7858003227801869,1.335141362540313,0.10560405043793442,0.21951071241673242,0.6852956340181198
44.9,65889,"Walton County, Florida",Walton,Florida,0.7657044326188424,1037.63,33140,150610.92631578946,6.4,19.5,87.3,5.7,0.3,1.0,0.0,6.1,6018,16.2,1323.0,53.0,66.0,0.1860912928565291,63.499513313994385,0.0913354277648773,0.0010016846514592725,0.000804383129202143,0.020079224149706323,1.5145270683962417,2.831621820903814,1.4629336653339908,0.7871616487586942,1.3211480906613249,0.15127160226817027,0.1703952956237314,0.676510735520848
35.5,77126,"Barrow County, Georgia",Barrow,Georgia,0.7263592567102547,160.31,21581,150610.92631578946,5.2,11.1,78.3,10.5,0.4,3.8,0.0,10.3,3226,13.7,5114.0,387.0,82.0,0.1860912928565291,481.10535836816166,0.04182765863651687,0.0010631952908228095,0.005017763140834478,0.06630708191790058,1.8544879656157496,2.7127336616333046,1.4289690920651408,0.7280251047449359,1.299188168055162,0.15426787807984932,0.2689128296947802,0.7623527856628926
37.2,103807,"Bartow County, Georgia",Bartow,Georgia,0.756283185840708,459.54,23816,150610.92631578946,7.7,13.7,83.9,10.2,0.4,0.9,0.0,8.5,6467,16.6,6389.0,197.0,80.0,0.1860912928565291,225.89328458893675,0.062298303582610036,0.0007706609380870268,0.0018977525600393037,0.061546909167975186,1.7194530904046914,2.7395982628967577,1.4356689044765665,0.7576133556761143,1.324374496069877,0.13829956194623733,0.21434771747705,0.756694582698097
36.1,152760,"Bibb County, Georgia",Bibb,Georgia,0.38409802543293503,249.76,21739,150610.92631578946,5.7,14.9,40.1,54.1,0.1,2.0,0.0,3.2,7784,16.2,4452.0,510.0,44.0,0.1860912928565291,611.6271620755925,0.050955747577899974,0.00028803351662738935,0.0033385703063629223,0.029143754909662214,1.8995410197877107,2.7147132100410256,1.431366076524766,0.7425390836728625,1.3211480906613249,0.0925316150073095,0.2454003234996613,0.7021898549358462
28.4,74722,"Bulloch County, Georgia",Bulloch,Georgia,0.5963422341602149,672.81,20209,150610.92631578946,11.0,14.3,64.9,29.2,0.0,1.1,0.0,3.7,4085,13.5,3561.0,575.0,0.0,0.1860912928565291,111.05958591578604,0.054669307566713954,0.0,0.007695190171569283,0.047656647306014294,1.6016056971488275,2.694973396468088,1.397435700365538,0.7477808814321567,1.2972789669802325,0.0,0.29464157875927127,0.7375854628981147
34.1,116261,"Carroll County, Georgia",Carroll,Georgia,0.680605607307178,499.08,22889,150610.92631578946,6.7,13.3,75.0,18.1,0.1,1.0,0.3,6.9,5655,15.2,9047.0,250.0,0.0,0.1860912928565291,232.95062915765007,0.04864055874282863,0.0,0.0021503341619287636,0.0778162926518781,1.7247509338912097,2.7287432970992236,1.4232311414645247,0.7390943043572716,1.3127570485010611,0.0,0.2210664376126174,0.7746527262146713
40.0,66398,"Catoosa County, Georgia",Catoosa,Georgia,0.7802070486227903,162.16,27484,150610.92631578946,5.745559845559846,16.8,78.93400267737621,10.227978580990621,1.0864792503346754,3.3942436412315926,0.161579651941097,2.9,4366,15.9,5854.0,57.0,127.0,0.1860912928565291,409.4597927972373,0.06575499262025965,0.0019127082141028344,0.0008584595921563902,0.0881653061839212,1.8248245971020527,2.7791244432234867,1.4461255495919247,0.761715640802877,1.3186808896582096,0.1847673359201778,0.17359640251885067,0.7843858887177748
35.3,289082,"Chatham County, Georgia",Chatham,Georgia,0.40741203117476055,426.44,30639,27931.0,7.7,20.9,52.5,39.5,0.2,2.2,0.2,6.3,27280,14.7,11867.0,349.0,26.0,0.09661964425318768,677.8960697870743,0.09436768806082703,8.993987865034834e-05,0.0012072699095758298,0.04105063615168015,1.9191826622860069,2.809489793258172,1.4281619907638214,0.7897367197612505,1.3083734825286597,0.04390838874920999,0.19071714507995435,0.7266612292193365
38.7,241689,"Cherokee County, Georgia",Cherokee,Georgia,0.719804003819962,421.67,34897,26242.0,3.9,26.7,85.8,6.9,0.5,2.1,0.0,10.0,14326,10.0,13244.0,201.0,0.0,0.10857755214345709,573.1709630753907,0.05927452221656757,0.0,0.0008316472822511575,0.054797694557882234,1.887245585107516,2.846287787251478,1.441355456376707,0.7538532408122305,1.2589254117941673,0.0,0.1720326442135845,0.7479563071592384
27.5,124707,"Clarke County, Georgia",Clarke,Georgia,0.2827508004268943,119.2,21911,150610.92631578946,5.6,18.1,63.3,28.0,0.1,4.2,0.0,10.8,5072,13.5,5014.0,207.0,0.0,0.1860912928565291,1046.1996644295302,0.0406713336059724,0.0,0.0016598907839976906,0.040206243434610725,2.0042941442478144,2.716853494714976,1.3929427567739245,0.7259869954871623,1.2972789669802325,0.0,0.20723951440312144,0.7251525020372974
32.7,279462,"Clayton County, Georgia",Clayton,Georgia,0.13617419959293123,141.57,19666,50982.0,7.7,13.7,15.4,68.3,0.3,5.2,0.0,13.1,18324,10.4,7079.0,271.0,0.0,0.18242909590570452,1974.019919474465,0.06556884299117591,0.0,0.0009697203913233284,0.02533081420729831,2.1356749468703877,2.687643140277413,1.417277117308736,0.761499727094268,1.2638727025115426,0.0,0.17964857461825,0.6924125246119265
36.5,748150,"Cobb County, Georgia",Cobb,Georgia,0.4622225446543276,339.55,35722,152517.0,4.5,29.7,58.7,27.0,0.4,5.3,0.1,12.9,43432,8.8,26740.0,609.0,167.0,0.20385885183452515,2203.3573847739654,0.0580525295729466,0.00022321726926418498,0.0008140078861190937,0.0357414956893671,2.159277674910876,2.852946165011552,1.432944224731428,0.752284501886911,1.242934569729616,0.08139268744699596,0.17097893694334515,0.7166667773436407
36.2,147450,"Columbia County, Georgia",Columbia,Georgia,0.665477348902584,290.09,31338,150610.92631578946,4.2,21.0,73.5,16.9,0.6,4.3,0.0,6.6,16629,11.4,5833.0,148.0,58.0,0.1860912928565291,508.2905305250095,0.11277721261444558,0.00039335367921329264,0.00100373007799254,0.039559172600881654,1.8647095793806903,2.8158345126840914,1.4317620834358948,0.8039372198500606,1.2755294349770063,0.10653946091603744,0.18137386731693467,0.723976917689507
39.0,140526,"Coweta County, Georgia",Coweta,Georgia,0.6888492995384241,440.89,34303,150610.92631578946,5.7,20.2,75.5,17.9,0.1,1.2,0.1,6.8,9480,11.0,8269.0,62.0,96.0,0.1860912928565291,318.7325636780149,0.06746082575466461,0.0006831476025788822,0.00044119949333219473,0.05884320339296643,1.7796829656921853,2.841405457859495,1.4424689075546286,0.7636690067893016,1.2709816152101407,0.13244904921784956,0.14181017826017972,0.7533028850850586
35.4,740321,"DeKalb County, Georgia",DeKalb,Georgia,0.16351661758118166,267.58,32350,133269.0,6.7,24.7,35.0,54.5,0.7,6.2,0.0,8.5,35698,10.5,19155.0,365.0,42.0,0.1800151555879139,2766.727707601465,0.048219623649741125,5.6732147271251256e-05,0.0004930293750953979,0.025873911451924234,2.2090047103621684,2.8247982044471422,1.4285660544033094,0.7384521880291501,1.2650827381797884,0.026168930343017427,0.1469681709161501,0.693882938110415
35.2,90017,"Dougherty County, Georgia",Dougherty,Georgia,0.3001730865139203,328.69,21988,150610.92631578946,13.7,12.5,26.9,69.3,0.3,0.9,0.1,2.7,5687,14.5,3257.0,1352.0,0.0,0.1860912928565291,273.86595272140926,0.06317695546396791,0.0,0.015019385227234856,0.03618205450081651,1.7528865326211265,2.717806749376037,1.4277568956173574,0.7586751676488722,1.3065823891342858,0.0,0.3371510643722648,0.7175452970896834
36.0,142224,"Douglas County, Georgia",Douglas,Georgia,0.4298209151685199,200.07,28004,150610.92631578946,7.5,17.2,47.3,47.4,0.1,1.6,0.0,9.4,10834,10.9,5955.0,0.0,0.0,0.1860912928565291,710.8711950817215,0.07617561030487119,0.0,0.0,0.041870570367870404,1.928319937902637,2.7843383354039344,1.4309690811052556,0.7730037383671772,1.2698214231914904,0.0,0.0,0.7280997596631607
43.3,111627,"Fayette County, Georgia",Fayette,Georgia,0.5753779981284783,194.34,41539,150610.92631578946,4.6,29.5,68.8,21.4,0.2,4.4,0.0,7.1,8668,9.8,4161.0,0.0,77.0,0.1860912928565291,574.390243902439,0.07765146425148038,0.0006897972712694957,0.0,0.037275927866913916,1.8876466665865115,2.896313734511018,1.4576350061088457,0.7744884847233225,1.2563846090501594,0.1329166143506162,0.0,0.7196856549757014
38.7,96560,"Floyd County, Georgia",Floyd,Georgia,0.6967753120665742,509.91,25973,150610.92631578946,6.3,13.8,77.1,14.1,0.0,1.7,0.0,10.8,5699,16.8,7950.0,282.0,0.0,0.1860912928565291,189.36675099527366,0.05902029826014913,0.0,0.00292046396023198,0.08233222866611434,1.6893917647190313,2.76345382036048,1.441355456376707,0.7535292931244721,1.325961542416932,0.0,0.23788564298937726,0.7790350310926258
38.7,221009,"Forsyth County, Georgia",Forsyth,Georgia,0.7111615642276091,224.02,39333,43126.0,2.4,33.9,81.2,3.4,0.2,11.7,0.0,9.3,10676,7.7,11615.0,459.0,81.0,0.1951323249279441,986.5592357825194,0.0483057251062174,0.0003665009117275767,0.0020768384997896013,0.052554420860688934,1.9925641701427033,2.8805519180999704,1.441355456376707,0.7385839409800669,1.2264478112903319,0.10332274088045262,0.21918806764942284,0.7448364567477666
35.4,1023336,"Fulton County, Georgia",Fulton,Georgia,0.2730307308219226,526.64,41448,152735.0,6.2,30.2,44.5,43.7,0.9,6.7,0.1,7.3,43461,10.6,32101.0,1233.0,272.0,0.14925205406630862,1943.1414248822725,0.042469921902483644,0.00026579735297106716,0.0012048828537254625,0.03136897363133907,2.1323104781681876,2.895678609114975,1.4285660544033094,0.7291353365530611,1.2662824462118785,0.0889904425740432,0.19061607435750244,0.7073755276821596
41.0,84502,"Glynn County, Georgia",Glynn,Georgia,0.6278492834836412,419.75,27947,150610.92631578946,5.4,18.5,68.8,25.3,0.4,1.3,0.2,6.9,6286,14.9,1371.0,345.0,0.0,0.1860912928565291,201.31506849315068,0.07438877186338785,0.0,0.004082743603701687,0.016224468059927576,1.6997600917010531,2.783771084871047,1.4497008237135636,0.7711710876764475,1.3101427769275913,0.0,0.25689292220270094,0.6622424971577933
35.2,907135,"Gwinnett County, Georgia",Gwinnett,Georgia,0.447685415023254,430.38,28609,297246.0,3.5,22.7,48.3,27.4,0.1,11.5,0.0,20.8,38945,6.9,41047.0,933.0,0.0,0.3276755940405783,2107.75361308611,0.042931867913816577,0.0,0.0010285128453868498,0.04524905333825726,2.1497204320911774,2.7902959438207535,1.4277568956173574,0.7299245628796883,1.2130673369526295,0.0,0.18259824991039625,0.7337716862020546
36.5,196637,"Hall County, Georgia",Hall,Georgia,0.7317877047557076,392.78,23776,53568.0,2.7,13.2,85.8,7.5,0.2,1.8,0.1,28.0,8916,12.7,20777.0,1114.0,63.0,0.27242075499524504,500.6288507561485,0.04534243301108133,0.0003203873126624186,0.005665261369935465,0.10566170151090588,1.8618795736710891,2.739137787411174,1.432944224731428,0.7339229729295966,1.2893783452917424,0.09726769463105162,0.27610394379110864,0.7987148517134043
36.5,221768,"Henry County, Georgia",Henry,Georgia,0.46295283802118137,322.13,28775,150610.92631578946,5.4,16.9,49.9,42.7,0.0,3.6,0.0,6.6,15399,11.2,7528.0,209.0,66.0,0.1860912928565291,688.4425542482849,0.06943743010713899,0.00029760831138847803,0.0009424263193968472,0.03394538436564337,1.9221477638717581,2.791910764803254,1.432944224731428,0.7658775933507715,1.2732737985986746,0.09398112321543528,0.17822411068027783,0.7129811911351588
35.4,152122,"Houston County, Georgia",Houston,Georgia,0.5897235306845986,375.54,28055,150610.92631578946,5.5,16.9,61.6,29.6,0.4,3.0,0.0,6.6,18041,12.9,6061.0,171.0,0.0,0.1860912928565291,405.07535815092933,0.11859560089927822,0.0,0.0011240977636370808,0.03984302073335875,1.8228611222849385,2.78484499522205,1.4285660544033094,0.8079916226664887,1.2913946147783533,0.0,0.18708458484275398,0.7244947216523369
27.2,62570,"Liberty County, Georgia",Liberty,Georgia,0.3799789382394846,489.8,21065,150610.92631578946,11.5,12.5,47.0,41.1,0.5,1.5,0.0,12.3,8744,13.7,1988.0,92.0,0.0,0.1860912928565291,127.74601878317681,0.13974748281924246,0.0,0.0014703532044110597,0.03177241489531724,1.6241821657017979,2.706176674263753,1.3914156711798824,0.8213616082883763,1.299188168055162,0.0,0.20088537908219112,0.7082800715834069
30.5,114628,"Lowndes County, Georgia",Lowndes,Georgia,0.572278799100648,496.07,22291,150610.92631578946,6.0,13.9,58.5,38.7,0.2,0.4,0.1,5.6,8178,14.3,3782.0,892.0,29.0,0.1860912928565291,231.07222770979902,0.07134382524339603,0.00025299228809714906,0.007781693826988171,0.032993683916669576,1.7233551055808998,2.7215289295952765,1.4074403054323636,0.767954764423603,1.3047689218633443,0.08682826161144985,0.29532904305582824,0.7109565847853144
33.7,197485,"Muscogee County, Georgia",Muscogee,Georgia,0.3907752926179163,216.39,23486,15487.0,7.7,16.2,43.9,45.6,0.6,2.1,0.0,7.6,20853,20.5,8577.0,105.0,79.0,0.07842114590981593,912.6345949443136,0.10559282983517736,0.0004000303820543332,0.0005316859508317088,0.043431146669367295,1.9771048102706292,2.73577833287617,1.4215527835876227,0.7986627751604937,1.3526186963828402,0.10730852527534324,0.15050638184188708,0.7307690231189115
